REGION,DISTRICT,TRANSACTION_DATE,AMOUNT,METER_NUMBER,ACCOUNT_NUMBER,TRANSACTION_ID,TELCO,METRE_TYPE,METER_MAKE,Channels,PAYMENT_CHANNEL,Payment_Completed,Recharge_Fulfilled,Status,Status_Description,SPN,rechargeSource,Tracker
ACCRA EAST,Dodowa ,04-05-1999,200,241802366,701449775,7001689098,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Kade ,04-05-1999,50,981043149,722609018,7001689099,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI EAST,Manhyia ,04-05-1999,100,131078300,720871443,7001689100,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Kade ,04-05-1999,310,201032409,758765458,7001689101,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
EASTERN,Suhum ,04-05-1999,150,241651673,719149615,7001689102,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
CENTRAL,Winneba ,03-05-1999,20,P201149059,713234681,2MgeZzceNyje,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201343875,mobile-app,1
ASHANTI SOUTH,Bekwai ,04-05-1999,575,291158144,717489671,7001689103,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI SOUTH,Obuasi ,04-05-1999,1000,281105907,723006602,7001689104,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Ahenema Kokoben ,04-05-1999,550,13329567,720692347,7001689106,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI SOUTH,Bekwai ,04-05-1999,30,281053653,747686287,7001689107,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Tarkwa ,03-05-1999,3200,20304451,708784275,2p7hJ7Zwkkw3,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
WESTERN,Bogoso ,04-05-1999,500,171041016,746510918,7001689108,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Takoradi ,04-05-1999,80,24912038056,754743996,7001689109,afrifanom,MMS-WASION,PREPAID,MOBILE APP,OLTPV,1,1,success,,205582317,oltpv,1
VOLTA,Jasikan ,04-05-1999,200,141088114,736488759,7001689110,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
VOLTA,Jasikan ,04-05-1999,40,141086328,736552280,7001689111,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
VOLTA,Ho ,04-05-1999,72,201329605,726652271,7001689112,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA WEST,Bortianor ,04-05-1999,50,P171047970,728638706,7001689113,afrifanom,MBH POWER,PREPAID,MOBILE APP,OLTPV,1,1,success,,202944241,oltpv,1
VOLTA,Sogakope ,04-05-1999,40,101024410,715658731,7001689114,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI EAST,Kwabre ,04-05-1999,200,191017897,724962846,7001689115,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Tarkwa ,04-05-1999,200,171060168,737517490,7001689116,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Bibiani ,03-05-1999,83,201366439,708760289,2rkpceaem2,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,staffportal,1
ACCRA WEST,Bortianor ,08-05-1999,20,P171045906,743343188,MPRgF4bNZX8M,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204449304,mobile-app,1
TEMA,Afienya ,08-05-1999,10,P161163680,737420675,mPYEGCBBF2eE,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203804841,mobile-app,1
WESTERN,Half Assini ,08-05-1999,61,121153581,704079980,mqt4qtfjnq,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
ASHANTI SOUTH,Bekwai ,08-05-1999,67,981073152,716915643,mqxqspbmpz,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
TEMA,Afienya ,03-05-1999,50,P16343099,712744966,2SDQYRdPzDaY,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201294958,mobile-app,1
WESTERN,Juabeso ,08-05-1999,80,121141705,703926397,mr7ynwpdm3,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,0,success,,,offlineCashier,1
WESTERN,Enchi ,08-05-1999,100,,704235620,mrcrm5msjj,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
CENTRAL,Ajumako ,08-05-1999,20,,705476710,mremzq8dw9,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
ASHANTI WEST,Abuakwa ,08-05-1999,200,,745206436,mresbk9mbq,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
ASHANTI WEST,Ahinsan ,08-05-1999,220,191074017,717549302,msfstb7dqx,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
EASTERN,Koforidua ,08-05-1999,20,P201150790,753900248,MSJgPq8gC65N,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205509921,mobile-app,1
TEMA,Krobo ,08-05-1999,12,24012047148,719873009,mstgAJ8SeHK6,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201527524,USSD,1
ACCRA WEST,Kaneshie ,08-05-1999,1,24813234119,741153339,MTH6WmTyhKQ6,mtn,HUAWEI-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204212417,mobile-app,1
ACCRA EAST,Mampong ,08-05-1999,20,P171065666,701886711,MTr8ZyGqsNm7,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200190134,mobile-app,1
ACCRA WEST,Achimota ,08-05-1999,20,P201119186,733593251,my4yttHHTBxs,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203293762,mobile-app,1
ACCRA EAST,Dodowa ,08-05-1999,50,P171028682,737221334,MyBmBCsJR9QC,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203785532,mobile-app,1
ASHANTI WEST,Abuakwa ,08-05-1999,100,,743802989,mzbjmfm9tn,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
WESTERN,Juabeso ,08-05-1999,180,101115935,707367770,n2qytrgrpx,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
ASHANTI WEST,Abuakwa ,08-05-1999,200,231487994,737143851,n3bs3kg6sa,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
ASHANTI EAST,Effiduase ,08-05-1999,10,251002340,723458629,N6nDZ6WZfZGG,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
WESTERN,Axim ,08-05-1999,25,,704450061,n76gytmaje,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
ASHANTI SOUTH,New Edubiase ,08-05-1999,280,151122857,721724951,n8ccdqffrg,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
TEMA,Prampram ,06-01-1999,0.100000001,759122231,759122231,25617803-ce5c-40bd-8666-26629e2f364a,paulmensahtest,SLT,SLT,SLT,OLTPV,1,0,paid,,,oltpv,1
ACCRA WEST,Achimota ,29-04-1999,5,P201135888,733606504,228bmyj7aqBR,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203484512,mobile-app,1
TEMA,Afienya ,29-04-1999,20,P171063566,745580977,22b88zWWMBn8,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204685121,mobile-app,1
ACCRA EAST,Teshie ,29-04-1999,50,P181130198,730085407,22dw34Xe4k5Z,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203042068,mobile-app,1
ACCRA WEST,Nsawam ,18-04-1999,100,261163518,702887273,22MbpqhKrMkW,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
ACCRA WEST,Kaneshie ,29-04-1999,30,24813086923,733898731,22PGM6ywhPpC,mtn,HUAWEI-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203401587,mobile-app,1
VOLTA,Kpando ,28-04-1999,0.370000005,111013838,715553290,22qKD9g38C6w,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
TEMA,South Tema ,29-04-1999,10,P191091257,712607077,22QnetDFzCsZ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201285476,mobile-app,1
TEMA,Nungua ,29-04-1999,30,P191126025,727219265,22rRqMQZzJyy,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202747568,mobile-app,1
ACCRA EAST,Legon ,29-04-1999,20,P181134269,702053453,22syKXnC2RFr,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200206835,mobile-app,1
EASTERN,Koforidua ,29-04-1999,10,P201160074,754200305,22yNrWMz3azD,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205536921,mobile-app,1
TEMA,Nungua ,27-04-1999,10,P191046100,742746751,22zf6pT9PChk,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204384234,mobile-app,1
WESTERN,Bogoso ,27-04-1999,5493.089844,9302050,704608181,235cnpzj4p,Ghana.GOV,POSTPAID,NON-SLT,NON-SLT,ghana.gov,1,1,completed,,,staffportal,1
ACCRA EAST,Roman Ridge ,18-04-1999,2810.629883,99318865,700615961,239yy4akyy,Ghana.GOV,POSTPAID,NON-SLT,NON-SLT,ghana.gov,1,1,completed,,,staffportal,1
TEMA,Prampram ,29-04-1999,70,P20321624,749929454,23EXEpP5HhJh,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205138464,mobile-app,1
ACCRA EAST,Mampong ,29-04-1999,5,P171067205,730506472,23R68WBsRj9d,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203086206,mobile-app,1
ACCRA EAST,Teshie ,29-04-1999,30,P181131756,730075540,23raDXSKJDEf,vodafone,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203041210,mobile-app,1
ACCRA EAST,Roman Ridge ,29-04-1999,30,P201242944,727571812,248AJ2TtwpP3,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202782966,mobile-app,1
TEMA,South Tema ,29-04-1999,20,P191165225,712812308,24FHz4HxePag,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201300275,mobile-app,1
ACCRA EAST,Makola ,31-03-1999,44,P171019520,741916654,maQzgqZcJTst,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204294321,mobile-app,1
WESTERN,Takoradi ,25-04-1999,50,P181132212,747098657,244ES89jFDha,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204835956,USSD,1
VOLTA,Ho ,25-04-1999,40,24911936102,738241315,25HqFzT27xRx,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203897159,USSD,1
TEMA,South Tema ,25-04-1999,180,P19311694,712733533,2AEDa6bycdz6,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201294874,mobile-app,1
ACCRA WEST,Amasaman ,25-04-1999,100,P19312784,702989934,2ARsSnX7wXK4,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200326265,mobile-app,1
ACCRA EAST,Kwabenya ,25-04-1999,50,P181175479,744241005,2AStd8NKbeqW,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204544429,mobile-app,1
ACCRA WEST,Nsawam ,25-04-1999,500,54130169409,745043705,2B8m9zKmDH5C,mtn,MMS-CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204629907,mobile-app,1
ACCRA WEST,Ablekuma ,25-04-1999,5,P161180700,729961616,2BfDsTybha36,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202990039,USSD,1
ACCRA WEST,Korle-bu ,25-04-1999,50,P191036863,734967691,2CXRSztnfnRx,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203363431,mobile-app,1
ACCRA WEST,Bortianor ,25-04-1999,100,P161193964,729945675,2d3PckFnAKX4,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202986348,mobile-app,1
ACCRA WEST,Nsawam ,25-04-1999,90,P191100481,749339456,2d8E4mGBXeHk,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205074733,mobile-app,1
ACCRA WEST,Kaneshie ,25-04-1999,20,P201219831,734813232,2EP5pWNykA33,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203290829,mobile-app,1
ACCRA WEST,Ablekuma ,25-04-1999,5,P191114603,729315927,2EyR8s9BkEpw,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202935371,mobile-app,1
ACCRA EAST,Adenta ,17-04-1999,300,15314599,701461007,7001205067,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA WEST,Ablekuma ,25-04-1999,50,P191173483,748409405,2GFWdBrhAnG9,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204973745,mobile-app,1
ACCRA EAST,Legon ,25-04-1999,50,P181131160,736382496,2HwbHEZ6fdmP,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203692760,mobile-app,1
TEMA,South Tema ,25-04-1999,9,P191044546,712606420,2JaEHn9A32KX,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201284350,mobile-app,1
EASTERN,Koforidua ,25-04-1999,16,24911979805,756251252,2jAyQWJSXXmr,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205728165,mobile-app,1
TEMA,Nungua ,25-04-1999,10,P191087769,729999511,2K5MHX4HbBzG,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203029228,mobile-app,1
WESTERN,Juabeso ,29-04-1999,200,201274211,756505835,5nnQN7WWPmMP,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
TEMA,South Tema ,28-04-1999,100,P19300404,759223938,2435C8B6dmat,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,206034567,mobile-app,1
EASTERN,Akim Oda ,28-04-1999,140,201262057,740466653,253jGDKMRjDt,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
VOLTA,Jasikan ,28-04-1999,50,201253410,758766697,257zPNPpNX7n,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
ACCRA EAST,Kwabenya ,30-04-1999,10,P181161532,745479201,2Wdhw2kTxEdM,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204673974,mobile-app,1
ACCRA WEST,Ablekuma ,04-05-1999,200,171144328,739348278,7001689117,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Tarkwa ,02-05-1999,800,181014596,740511938,7001623473,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
ACCRA WEST,Bortianor ,28-04-1999,500,P171063424,729314091,25keyqSdZ4H4,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202934498,mobile-app,1
ACCRA WEST,Kaneshie ,28-04-1999,100,24183374230,734487016,2a6yKGE2ba4G,mtn,HUAWEI-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203574780,mobile-app,1
ACCRA EAST,Dodowa ,28-04-1999,20,P181160632,743947752,2BxEQfFjEqBn,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204513518,mobile-app,1
WESTERN,Tarkwa ,02-05-1999,725,271084154,704437492,7001623474,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
TEMA,Afienya ,28-04-1999,120,P161163374,737342227,2DcQkgZDMXNB,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203799013,mobile-app,1
ACCRA EAST,Adenta ,28-04-1999,45,24911845931,753924931,2DRQr32SrSBs,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205512452,mobile-app,1
TEMA,Nungua ,28-04-1999,19,P191053117,727767184,2dyTdqkTCRjk,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202804046,mobile-app,1
TEMA,North Tema ,28-04-1999,70,P191156607,748821915,2ePedPPfEJRG,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205017900,mobile-app,1
ACCRA EAST,Legon ,28-04-1999,20,18009972,702462066,2h4Wbnr8w3KS,vodafone,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200247693,mobile-app,1
ACCRA EAST,Adenta ,28-04-1999,30,P6331774,737496465,2HAhc4yTqJwQ,mtn,ALPHA POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203814411,mobile-app,1
WESTERN,Tarkwa ,02-05-1999,30,221401332,709065519,7001623475,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
WESTERN,Tarkwa ,02-05-1999,120,191002445,742020941,7001623476,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
WESTERN,Tarkwa ,02-05-1999,145,2759978,703914962,7001623477,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
WESTERN,Takoradi ,25-04-1999,70,24911996486,714339602,AQXBZBKTW47f,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201455143,USSD,1
ACCRA EAST,Mampong ,29-04-1999,2,P6326074,740643367,5PwXjQFqGXnj,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204156317,mobile-app,1
EASTERN,Koforidua ,28-04-1999,5,P171048356,740662591,9XDQbgD4jpJh,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204158344,mobile-app,1
ASHANTI EAST,Manhyia ,17-04-1999,500,9137663,718308360,7001207078,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA WEST,Dansoman ,26-04-1999,10,P20311649,732160643,a5geNBEw8nWb,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203389594,mobile-app,1
TEMA,South Tema ,28-04-1999,50,P191092659,727613871,A6Gq6E8mHxnD,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202787629,mobile-app,1
ACCRA EAST,Legon ,28-04-1999,100,P161214070,702471400,A6rmGKwrXK7y,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200256235,mobile-app,1
ACCRA WEST,Achimota ,28-04-1999,4,P201142570,734224820,A8eFdWJPFTCT,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203570415,mobile-app,1
ASHANTI SOUTH,Obuasi ,17-04-1999,500,251067052,717106061,7001210230,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,Nungua ,28-04-1999,20,P19321247,715021130,abKH5ZXRzBrg,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201524872,mobile-app,1
ACCRA EAST,Roman Ridge ,04-04-1999,500,2752809,700760099,7000897833,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Adenta ,29-04-1999,10,P181127346,713006644,5rCCCTyj6keC,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201320318,mobile-app,1
EASTERN,Koforidua ,28-04-1999,10,P161183663,740022295,aBzhjYQTJKPF,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204087386,USSD,1
TEMA,South Tema ,28-04-1999,20,P191085114,712351722,ABzZDZPYz7XT,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201257062,mobile-app,1
TEMA,South Tema ,29-04-1999,100,P191065208,711418790,5rgTMRTfX54Q,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201162914,mobile-app,1
EASTERN,Akim-Tafo ,04-04-1999,1100,121244837,731391547,7000897883,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Adenta ,28-04-1999,20,P161120739,745001469,ADzjyHBHkHcR,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204625723,mobile-app,1
TEMA,Nungua ,29-04-1999,80,P191153513,712183904,5wAsayG6J5B8,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201237722,mobile-app,1
TEMA,Nungua ,29-04-1999,40,P191104690,727214341,5xdb8KDpEDSx,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202745594,mobile-app,1
ASHANTI WEST,Ahinsan ,02-05-1999,1000,201300003,721960135,7001623478,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
ASHANTI EAST,Effiduase ,09-05-1999,80,11109194,718421982,qxxfzdbtwk,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA EAST,Teshie ,15-04-1999,300,P8313984,728815336,bwbY7B8XBWpD,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203013005,mobile-app,1
TEMA,Nungua ,15-04-1999,10,P191082727,727218632,bxTZnF8jz275,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202747277,mobile-app,1
TEMA,Prampram ,15-04-1999,30,18013812,710013695,C98D55ySxbhw,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200736702,mobile-app,1
CENTRAL,Assin-Fosu ,10-05-1999,100,241785971,705962698,mxaz645ykk,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,0,paid,,,offlineCashier,1
ACCRA WEST,Amasaman ,15-04-1999,50,P191126794,702963236,CaSydJCtkGQ8,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200321101,mobile-app,1
TEMA,Afienya ,15-04-1999,20,P191146341,748175511,CbPnYQewr45G,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204949154,mobile-app,1
ACCRA EAST,Makola ,15-04-1999,500,P201126838,702336756,CdcQzsNFQXQY,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200235165,mobile-app,1
ACCRA WEST,Achimota ,15-04-1999,20,P191213147,734812207,cESWejPwP4zQ,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203293840,mobile-app,1
ACCRA WEST,Achimota ,15-04-1999,300,P201143327,734714476,ceSYacZnk37R,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203250190,mobile-app,1
TEMA,Afienya ,15-04-1999,100,P191102091,749851863,CGk3cTg5f7NA,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205130040,mobile-app,1
ASHANTI EAST,Manhyia ,26-04-1999,200,121134572,718518932,7001523773,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,Ashaiman ,15-04-1999,30,P161178519,744160479,cmFMwPW4Ntqz,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204535894,mobile-app,1
TEMA,Ashaiman ,15-04-1999,30,P191174559,747042078,Cmx3KBf9SksN,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204830629,mobile-app,1
TEMA,Afienya ,15-04-1999,60,P19317425,752151843,CNJ96x2AP7hJ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205349137,mobile-app,1
ACCRA EAST,Legon ,15-04-1999,50,P201238685,750095406,cNs774dPT8Js,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205156278,mobile-app,1
ACCRA EAST,Teshie ,28-04-1999,20,P191179478,741943026,WE3CErsFANSM,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204297290,mobile-app,1
ACCRA EAST,Adenta ,10-05-1999,16,P201127565,748200791,mXcW958s5T5r,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204951976,mobile-app,1
WESTERN,Agona ,26-04-1999,50,24912040425,714464421,7001523778,afrifanom,MMS-WASION,PREPAID,MOBILE APP,OLTPV,1,1,success,,201469781,oltpv,1
VOLTA,Denu ,26-04-1999,300,171012920,722401501,7001523787,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Legon ,29-04-1999,30,P181136616,742091439,5xt96nDB46WR,mtn,ALPHA POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204313283,mobile-app,1
EASTERN,Akim Oda ,06-04-1999,210,961244064,723813891,26FWBRB4QR7n,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
ACCRA WEST,Bortianor ,15-04-1999,10,P191133559,749634668,Cp4CJCj9DJNG,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205106760,mobile-app,1
TEMA,Afienya ,22-04-1999,1,P19314081,712446571,aESaajfjC8s4,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201265922,mobile-app,1
ACCRA WEST,Achimota ,06-04-1999,150,P201143241,755125531,28xPyNWSCSQs,vodafone,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205608554,mobile-app,1
ACCRA EAST,Adenta ,22-04-1999,50,P171022446,743406193,HSpgJWyPz8FK,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204456613,mobile-app,1
ACCRA WEST,Bortianor ,06-04-1999,50,P161178267,729363296,2eQaP9RjFFjY,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202938006,mobile-app,1
